Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,obs
2014-02-09,202.86053,199.97940063476562,200.60556030273438,197.3915557861328,203.24948120117188,199.45806884765625,201.99188232421875,199.48951721191406,200.0423126220703,199.9293212890625,199.82843
2014-02-10,201.6387,200.8394317626953,200.91001892089844,198.36749267578125,200.1238555908203,198.17213439941406,202.69432067871094,199.17869567871094,199.1148223876953,199.82418823242188,200.07118
2014-02-11,200.28032,198.9004669189453,199.65155029296875,197.91329956054688,203.31524658203125,198.34458923339844,200.976806640625,197.76914978027344,199.52699279785156,197.83200073242188,200.31393
2014-02-12,199.44351,200.64369201660156,200.8823699951172,194.86309814453125,199.67271423339844,198.41799926757812,201.7837677001953,198.28965759277344,199.7813262939453,198.29428100585938,200.55667
2014-02-13,197.72845,201.5438232421875,201.66758728027344,196.03802490234375,202.52676391601562,200.31947326660156,202.720947265625,199.10885620117188,201.37734985351562,197.11373901367188,200.79942
2014-02-14,198.4386,201.79872131347656,201.60122680664062,196.82525634765625,200.69334411621094,200.27537536621094,203.2716522216797,198.8001708984375,200.43836975097656,198.2207489013672,201.04218
2014-02-15,197.83607,201.1456298828125,201.6385955810547,198.16836547851562,201.96923828125,201.95492553710938,202.89537048339844,198.69009399414062,200.95758056640625,198.26150512695312,201.28491
2014-02-16,198.7193,200.05126953125,200.2341766357422,198.21881103515625,200.26780700683594,201.0345458984375,201.85118103027344,198.54940795898438,200.65185546875,198.88397216796875,201.52766
2014-02-17,200.3663,201.06784057617188,200.78988647460938,199.61045837402344,203.7542724609375,202.01931762695312,202.060791015625,200.04701232910156,202.1731414794922,199.5376434326172,201.7704
2014-02-18,201.33636,200.66738891601562,200.59376525878906,199.19422912597656,202.30401611328125,202.52427673339844,201.77459716796875,199.43324279785156,200.57388305664062,199.99151611328125,202.01315
2014-02-19,202.85568,201.62673950195312,201.04592895507812,199.27781677246094,204.11917114257812,203.1332244873047,202.32168579101562,199.90003967285156,201.18301391601562,200.99639892578125,202.2559
2014-02-20,204.26007,202.338623046875,202.66539001464844,199.5435791015625,202.14015197753906,203.51797485351562,203.96615600585938,200.0734405517578,201.00201416015625,201.7814178466797,202.49864
2014-02-21,203.17146,202.34063720703125,202.54766845703125,200.66111755371094,204.37689208984375,203.93167114257812,203.8157958984375,201.19705200195312,202.7458953857422,202.7568359375,202.7414
2014-02-22,202.27974,203.0614776611328,202.62986755371094,198.4871826171875,202.52099609375,203.44602966308594,204.24246215820312,201.23370361328125,202.92877197265625,201.05645751953125,202.98415
2014-02-23,202.07123,200.80117797851562,200.32135009765625,199.53530883789062,202.53793334960938,203.06503295898438,201.84918212890625,199.69024658203125,201.38088989257812,199.48260498046875,203.22687
2014-02-24,200.1448,200.78726196289062,200.20872497558594,197.49996948242188,199.92955017089844,201.8665008544922,201.90542602539062,199.92774963378906,201.54225158691406,197.63699340820312,203.46962
2014-02-25,198.41167,199.901611328125,199.151611328125,197.9615020751953,200.4265899658203,200.99392700195312,200.79124450683594,199.32492065429688,201.28648376464844,197.35757446289062,203.71236
2014-02-26,196.97995,201.14735412597656,200.66294860839844,197.58274841308594,197.167236328125,199.31907653808594,202.14601135253906,197.9092559814453,199.34629821777344,196.33763122558594,203.95511
2014-02-27,196.3749,201.60284423828125,200.89309692382812,199.83438110351562,199.03579711914062,199.6252899169922,203.09214782714844,198.2388153076172,199.22286987304688,196.27626037597656,204.19786
2014-02-28,196.30855,199.9745330810547,199.62351989746094,197.76971435546875,196.66229248046875,197.99746704101562,201.7654571533203,197.8566131591797,198.5995330810547,196.6956787109375,204.4406
2014-03-01,198.44902,199.26254272460938,199.18495178222656,197.3885040283203,198.6045684814453,199.20826721191406,200.81300354003906,196.63894653320312,197.92828369140625,196.95750427246094,204.68335
2014-03-02,198.46861,200.1161346435547,200.03012084960938,196.82704162597656,196.67572021484375,198.1151123046875,201.0897979736328,197.05963134765625,198.3621826171875,197.02403259277344,204.92609
2014-03-03,200.33679,201.32388305664062,200.914794921875,198.61782836914062,199.32760620117188,200.09323120117188,202.21266174316406,197.31275939941406,198.34823608398438,197.79998779296875,205.16884
2014-03-04,200.73991,200.16676330566406,199.84754943847656,197.3370819091797,198.7176971435547,198.71473693847656,201.55673217773438,197.4423370361328,197.91941833496094,198.0067596435547,205.41159
2014-03-05,201.70068,200.7167510986328,199.7561798095703,197.0262908935547,199.8394012451172,199.55929565429688,202.34654235839844,196.10821533203125,196.79847717285156,198.78311157226562,205.65433
2014-03-06,202.125,200.76626586914062,200.2101593017578,196.45533752441406,197.0449676513672,197.93182373046875,201.49212646484375,197.3060302734375,198.16830444335938,199.2027587890625,205.89708
2014-03-07,202.19583,202.0721893310547,201.04100036621094,197.81549072265625,198.9908447265625,198.73373413085938,202.9770050048828,197.62899780273438,198.98753356933594,198.69195556640625,206.13983
2014-03-08,200.98547,201.239501953125,200.70870971679688,196.67481994628906,198.4058837890625,198.73452758789062,201.8625946044922,197.0262451171875,198.07623291015625,197.52627563476562,206.38257
2014-03-09,202.30215,200.68231201171875,199.7327880859375,195.9078826904297,198.29214477539062,199.39547729492188,201.37957763671875,195.953857421875,197.0463409423828,198.02247619628906,206.62532
2014-03-10,201.17868,200.58509826660156,199.85177612304688,194.21722412109375,197.3911590576172,197.23696899414062,201.36380004882812,197.07992553710938,197.643798828125,197.4319610595703,206.86806
2014-03-11,201.04561,200.08578491210938,198.65162658691406,193.77525329589844,198.3067169189453,197.4910888671875,200.59605407714844,195.81884765625,197.1703338623047,196.1184844970703,207.1108
2014-03-12,200.98502,198.85305786132812,197.42477416992188,192.35069274902344,195.9264373779297,196.38876342773438,199.8665771484375,194.91348266601562,196.31118774414062,195.7934112548828,207.35353
2014-03-13,201.11511,199.27005004882812,197.78704833984375,193.42137145996094,196.0237274169922,197.68321228027344,200.2913055419922,194.92857360839844,196.1221466064453,194.7723388671875,207.59628
2014-03-14,199.82193,197.87306213378906,196.7719268798828,193.59005737304688,196.2109375,195.66578674316406,199.3748016357422,194.92698669433594,195.9663848876953,195.00270080566406,207.83904
2014-03-15,200.00246,196.8203582763672,195.7013397216797,193.0724639892578,195.3463592529297,195.31094360351562,198.24232482910156,193.72427368164062,194.20651245117188,194.37579345703125,208.08177
2014-03-16,198.25417,196.60580444335938,195.29705810546875,191.4646453857422,194.1262664794922,194.88327026367188,197.82618713378906,194.48890686035156,193.98951721191406,193.64857482910156,208.32452
2014-03-17,196.05733,195.58584594726562,194.39105224609375,193.4192657470703,194.13177490234375,194.91676330566406,196.5666046142578,194.14353942871094,193.62435913085938,192.63296508789062,208.56728
2014-03-18,193.8409,195.5413360595703,194.16696166992188,192.3247833251953,193.9639892578125,193.3905487060547,196.42837524414062,193.20352172851562,194.03778076171875,192.7209930419922,208.81001
2014-03-19,193.65007,194.52105712890625,193.37234497070312,190.01715087890625,193.41580200195312,192.70648193359375,196.0469512939453,192.679443359375,193.46217346191406,192.4319610595703,209.05276
2014-03-20,195.05109,194.77403259277344,193.5951690673828,189.2053985595703,193.7117919921875,192.39715576171875,196.2235565185547,192.90367126464844,193.86557006835938,193.60215759277344,209.29552
2014-03-21,196.90466,195.24063110351562,195.02566528320312,190.7452392578125,194.29222106933594,194.3663330078125,197.40536499023438,193.75132751464844,193.9709930419922,193.56431579589844,209.53825
2014-03-22,197.60193,194.62582397460938,193.78274536132812,189.99415588378906,193.56129455566406,192.734130859375,196.5428924560547,194.00474548339844,194.36111450195312,193.52618408203125,209.781
2014-03-23,195.44264,193.6859893798828,193.1298065185547,190.1729278564453,193.92820739746094,192.29916381835938,195.71945190429688,192.80349731445312,193.72653198242188,191.77894592285156,209.0017
2014-03-24,193.98216,194.62628173828125,194.2388916015625,188.66650390625,191.6240692138672,192.14820861816406,196.09642028808594,191.8490753173828,192.2142333984375,192.55747985839844,208.22241
2014-03-25,190.81067,191.34413146972656,192.2197723388672,192.90341186523438,189.9702606201172,192.35848999023438,194.95420837402344,189.607177734375,190.57147216796875,192.25369262695312,207.4431
2014-03-26,189.80794,189.83375549316406,189.92616271972656,192.1986541748047,189.11050415039062,190.9077911376953,193.1540069580078,189.0003204345703,189.87875366210938,191.41555786132812,206.6638
2014-03-27,188.99638,188.2999267578125,188.7337188720703,195.06951904296875,189.14036560058594,190.66128540039062,191.8942108154297,188.58084106445312,189.43533325195312,190.58984375,205.8845
2014-03-28,188.67793,190.45558166503906,190.3614044189453,192.4794921875,189.99232482910156,189.3373565673828,192.919677734375,189.9967498779297,191.5191192626953,190.66644287109375,205.10521
2014-03-29,188.55939,190.049072265625,190.75027465820312,194.39239501953125,191.2598114013672,191.12969970703125,192.96578979492188,190.0416717529297,191.37686157226562,191.76840209960938,204.3259
2014-03-30,188.2507,190.6045684814453,190.35214233398438,191.7559814453125,190.8285675048828,192.5009765625,193.956787109375,191.0101776123047,193.52459716796875,191.76614379882812,203.54662
2014-03-31,188.24858,189.2589111328125,189.6053466796875,194.1036376953125,190.45559692382812,194.46200561523438,192.6422882080078,190.0496368408203,191.5775146484375,193.2489471435547,203.53214
2014-04-01,187.51155,189.8189239501953,188.9915771484375,191.59130859375,189.70156860351562,193.91477966308594,192.26829528808594,189.17108154296875,190.706298828125,192.0626983642578,203.51765
2014-04-02,189.80576,190.17794799804688,190.07069396972656,196.81613159179688,192.05731201171875,194.71444702148438,192.4818115234375,188.66639709472656,189.77371215820312,193.552978515625,203.50317
2014-04-03,192.36508,192.11460876464844,191.4586639404297,194.82614135742188,193.949951171875,196.42919921875,193.93824768066406,190.6054229736328,192.56724548339844,192.95025634765625,203.4887
2014-04-04,195.13467,192.1470947265625,191.5927276611328,197.88330078125,194.43031311035156,197.3671875,194.3863983154297,189.98532104492188,191.06027221679688,196.1239471435547,203.47423
2014-04-05,193.38347,195.421142578125,194.5922088623047,196.04714965820312,195.8815155029297,198.94068908691406,197.03616333007812,192.8264617919922,194.690185546875,194.68896484375,203.45975
2014-04-06,192.74275,193.74288940429688,193.4210968017578,198.86305236816406,195.59365844726562,198.49679565429688,195.03094482421875,192.0252685546875,192.75157165527344,194.137939453125,203.44527
2014-04-07,191.58719,193.75912475585938,192.77195739746094,196.64797973632812,195.64297485351562,198.2772216796875,194.28465270996094,192.02734375,192.94749450683594,193.37779235839844,203.43079
2014-04-08,191.30167,191.87367248535156,191.1214599609375,198.10595703125,194.86257934570312,196.51348876953125,192.36239624023438,190.97019958496094,191.29971313476562,192.78892517089844,203.4163
2014-04-09,190.98218,191.90972900390625,190.8054656982422,195.01397705078125,193.76487731933594,195.93167114257812,191.8192138671875,190.55335998535156,191.61561584472656,192.12924194335938,203.40186
2014-04-10,189.28816,191.21376037597656,190.78280639648438,196.50640869140625,193.9561004638672,194.96043395996094,191.6486358642578,190.08612060546875,190.471435546875,192.68763732910156,203.38737
2014-04-11,190.20064,191.87472534179688,190.9212188720703,194.51161193847656,193.29539489746094,196.11529541015625,192.2214813232422,190.61573791503906,190.66819763183594,193.2867889404297,203.3729
2014-04-12,191.44087,187.95016479492188,187.0209197998047,193.57070922851562,191.0802001953125,194.13555908203125,187.5478057861328,187.60818481445312,186.95169067382812,190.7758331298828,203.35841
2014-04-13,191.31277,183.36636352539062,182.64866638183594,189.95169067382812,186.25106811523438,189.51275634765625,183.6395721435547,181.74522399902344,183.9005126953125,189.56591796875,203.34393
2014-04-14,188.05444,183.9464874267578,183.96481323242188,193.1875,187.9413299560547,188.5730743408203,184.74180603027344,183.31002807617188,185.3750762939453,187.43313598632812,203.32947
2014-04-15,183.37415,182.8503875732422,183.1623077392578,190.22816467285156,184.61257934570312,187.5301513671875,183.91200256347656,182.87252807617188,185.35427856445312,187.4466552734375,203.31499
2014-04-16,182.87431,182.89227294921875,182.8623046875,193.16436767578125,186.70864868164062,186.25840759277344,184.18991088867188,181.48370361328125,183.23619079589844,185.7864227294922,203.3005
2014-04-17,188.1148,181.29867553710938,182.053955078125,189.53622436523438,184.97000122070312,186.7132568359375,182.79153442382812,180.74542236328125,182.24986267089844,187.17823791503906,203.28603
2014-04-18,190.55415,180.79342651367188,181.34654235839844,193.62496948242188,186.48487854003906,186.04278564453125,182.43580627441406,180.2344207763672,182.26507568359375,186.5346221923828,203.27155
2014-04-19,188.87735,179.46896362304688,180.89910888671875,189.59815979003906,181.9064483642578,185.9403839111328,181.9034881591797,179.0930938720703,180.04901123046875,186.50698852539062,203.25708
2014-04-20,184.2021,179.458740234375,180.31065368652344,191.7899932861328,183.99676513671875,186.1887969970703,180.3223876953125,178.11073303222656,181.9794921875,187.87416076660156,203.2426
2014-04-21,174.53499,176.1774444580078,177.7926483154297,185.00228881835938,180.5634307861328,186.13937377929688,178.4017791748047,177.7865447998047,181.16470336914062,184.1964874267578,203.22812
2014-04-22,173.78568,176.10581970214844,177.6444854736328,189.5174102783203,182.6256561279297,185.7018585205078,178.75045776367188,176.99729919433594,181.0421905517578,183.12379455566406,203.21364
2014-04-23,178.41646,176.99737548828125,181.11941528320312,185.14744567871094,182.80239868164062,187.12342834472656,180.7305145263672,177.7889404296875,180.80908203125,183.18043518066406,203.19916
2014-04-24,183.5439,178.64236450195312,181.5509033203125,190.0225067138672,182.64862060546875,185.42115783691406,181.07789611816406,178.1251678466797,182.12408447265625,185.11146545410156,203.18468
2014-04-25,185.99776,179.3412628173828,182.61148071289062,186.7745361328125,183.7765350341797,188.5333251953125,182.92025756835938,178.06423950195312,181.8813934326172,185.38893127441406,203.17023
2014-04-26,186.99554,179.46725463867188,182.417236328125,192.26698303222656,187.0870819091797,186.74835205078125,183.9071807861328,177.842041015625,180.9259490966797,186.38450622558594,203.15575
2014-04-27,183.97826,180.39859008789062,184.34056091308594,187.47073364257812,185.1920623779297,189.2395782470703,186.02450561523438,179.3261260986328,182.88804626464844,186.2240753173828,203.14127
2014-04-28,184.69878,180.8272247314453,183.9367218017578,192.52627563476562,184.2632598876953,189.1634063720703,185.45248413085938,179.23939514160156,183.25433349609375,188.13174438476562,203.12679
2014-04-29,183.57092,181.25486755371094,184.7225341796875,189.8429412841797,184.61021423339844,189.7039337158203,185.7834930419922,179.1329803466797,183.33111572265625,186.9856414794922,203.1123
2014-04-30,184.8915,182.29112243652344,185.13583374023438,191.29934692382812,189.0028533935547,187.00006103515625,185.5730743408203,179.75636291503906,184.88998413085938,188.70126342773438,203.09784
