Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,obs
2014-02-09,199.11765,199.28147888183594,200.6724090576172,198.42274475097656,199.0684814453125,196.4164276123047,199.9265899658203,199.7967071533203,199.32606506347656,198.2289581298828,199.82843
2014-02-10,198.39458,200.05238342285156,201.5492706298828,199.81893920898438,196.89077758789062,195.79910278320312,200.11813354492188,199.3533935546875,199.1482696533203,198.9247283935547,200.07118
2014-02-11,196.9887,198.76275634765625,199.4104461669922,198.91659545898438,198.01246643066406,196.94056701660156,198.35488891601562,197.87423706054688,197.60888671875,196.93101501464844,200.31393
2014-02-12,197.04099,200.35203552246094,201.0692596435547,197.43028259277344,196.76698303222656,196.27932739257812,199.79075622558594,199.87693786621094,199.7421417236328,197.89564514160156,200.55667
2014-02-13,196.30257,200.58770751953125,201.61297607421875,197.88233947753906,197.37330627441406,198.498291015625,200.1986083984375,201.3846435546875,199.75027465820312,196.83184814453125,200.79942
2014-02-14,195.9565,201.0135955810547,202.69346618652344,198.73643493652344,196.90768432617188,198.8036346435547,200.8845672607422,200.1038055419922,200.6390838623047,198.20428466796875,201.04218
2014-02-15,196.16547,200.18153381347656,201.56805419921875,200.2332763671875,199.14041137695312,199.3921661376953,200.618408203125,200.011474609375,200.01763916015625,197.4501953125,201.28491
2014-02-16,197.62846,201.17991638183594,201.9095001220703,199.9779052734375,198.59597778320312,199.06393432617188,200.81898498535156,200.4989013671875,200.77635192871094,198.69554138183594,201.52766
2014-02-17,198.30026,200.85848999023438,201.65667724609375,200.90196228027344,200.39613342285156,199.83531188964844,200.58779907226562,202.48699951171875,201.2471466064453,199.10772705078125,201.7704
2014-02-18,199.3376,201.71878051757812,202.39541625976562,200.77110290527344,200.04653930664062,199.8942108154297,200.50282287597656,203.35476684570312,202.27101135253906,200.35833740234375,202.01315
2014-02-19,200.02411,201.49319458007812,202.0771942138672,201.4329833984375,200.83181762695312,201.5129852294922,200.42555236816406,202.85523986816406,201.40884399414062,200.2923583984375,202.2559
2014-02-20,201.7716,203.1268310546875,204.21705627441406,200.95748901367188,201.44467163085938,201.48802185058594,202.61611938476562,203.504638671875,202.6194610595703,200.9242401123047,202.49864
2014-02-21,202.9338,202.39630126953125,204.07318115234375,201.98428344726562,202.09829711914062,202.1663818359375,202.64093017578125,202.755859375,202.45387268066406,201.698486328125,202.7414
2014-02-22,201.93353,203.01065063476562,204.59039306640625,201.9998016357422,201.0543975830078,201.53329467773438,202.60304260253906,203.11370849609375,203.44996643066406,200.780029296875,202.98415
2014-02-23,200.00941,201.3802947998047,202.5479736328125,201.74234008789062,200.0596923828125,201.16612243652344,201.30166625976562,200.62054443359375,201.58616638183594,200.00868225097656,203.22687
2014-02-24,198.41106,201.83041381835938,202.7445526123047,199.92135620117188,199.2548828125,199.4742431640625,201.38714599609375,201.55226135253906,201.6406707763672,198.841552734375,203.46962
2014-02-25,197.52202,200.22950744628906,201.49676513671875,199.1754608154297,199.7427978515625,199.75289916992188,199.87115478515625,200.48109436035156,200.38389587402344,197.612060546875,203.71236
2014-02-26,198.9658,200.8435821533203,203.58128356933594,198.47703552246094,199.7768096923828,198.12001037597656,201.38011169433594,200.53750610351562,201.742431640625,197.01663208007812,203.95511
